Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.998,0.9968076616121309,0.9992,0.9980023971234518,0.999987855,0.9968,0.9992,0.9960028684923918,0.996,1216.9275133609772,25.179862022399902,794.2855279432462
