Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9969,0.997995590298657,0.9958,0.9968965862448693,0.999947215,0.998,0.9958,0.9938024050047302,0.9938,1147.9708378314972,21.72344470024109,920.6642996070526
