Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9984,0.9985994397759104,0.9982,0.9983996799359872,0.999981665,0.9986,0.9982,0.9968000797440095,0.9968,1197.966894865036,24.508106470108032,816.0565168261177
