Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9967,0.9967,0.9967,0.9967,0.999840465,0.9967,0.9967,0.9934,0.9934,4004.7997720241547,120.90257930755615,165.42244271830884
