Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.966675,0.96716552379999,0.96615,0.9666574951849721,0.9963877350000001,0.9672,0.96615,0.933350514509613,0.93335,1451.9155695438385,28.062881231307983,1425.3703912403166
