Accuracy,Precision,Recall,F1,AUC,Specificity,Sensitivity,MCC,Kappa,Training_Time,Inference_Time,FPS
0.9634,0.9668076961821296,0.95975,0.9632659206102273,0.99565505,0.96705,0.95975,0.9268246955730247,0.9268,1434.4672937393188,31.823400735855103,1256.936690456605
